error,dataset,split,task_id,result,avg_test_time,passed_tests,compiled,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI
,openai_humaneval,test,33,passed,0.00026814353333333153,True,True,18,8,6,3,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0
,openai_humaneval,test,34,"failed: invalid syntax (<string>, line 11)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,35,passed,6.0761066665312075e-05,True,True,14,5,4,3,6,3,1,1,1,3,3,3,4,6,4.754887502163469,12.0,0.5,6.0,0.3333333333333333,0.004,78.04035794920446
,openai_humaneval,test,36,passed,0.015403805899999649,True,True,21,7,6,6,8,4,3,5,3,8,5,10,11,15,28.75488750216347,51.89147427955947,1.875,97.296514274174,5.405361904120777,0.01729715809318649,68.19460368642865
,openai_humaneval,test,37,passed,0.0001314251333496941,True,True,24,15,12,3,8,3,1,3,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,93.2659182568946
,openai_humaneval,test,38,"failed: unterminated string literal (detected at line 38) (<string>, line 38)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,39,passed,0.001998218966667764,True,True,38,21,20,6,13,4,1,4,7,14,12,20,21,32,72.95445336320968,140.55415752892034,5.0,702.7707876446017,39.04282153581121,0.04685138584297345,81.9238153882567
,openai_humaneval,test,40,"failed: unterminated string literal (detected at line 3) (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,41,"failed: unterminated string literal (detected at line 3) (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,42,"failed: unterminated string literal (detected at line 19) (<string>, line 19)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,43,passed,0.00016445196667215592,True,True,21,13,12,6,5,3,1,3,2,5,4,5,7,9,13.60964047443681,25.26619429851844,1.0,25.26619429851844,1.403677461028802,0.008422064766172813,92.25688315173777
,openai_humaneval,test,44,passed,0.00010992826666627783,True,True,23,10,9,4,10,3,1,2,4,5,4,8,9,12,19.60964047443681,38.03910001730775,3.2,121.72512005538482,6.762506669743601,0.012679700005769252,82.31597324081778
,openai_humaneval,test,45,"failed: invalid syntax (<string>, line 8)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,46,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,47,passed,6.199193332273959e-05,True,True,18,9,8,3,6,3,1,2,7,12,9,17,19,26,62.67103446305711,110.44611534953322,4.958333333333333,547.6286552747688,30.4238141819316,0.03681537178317774,88.28755365366486
,openai_humaneval,test,48,passed,7.717006666704643e-05,True,True,21,8,6,5,11,3,1,1,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,65.69971961231958
,openai_humaneval,test,49,passed,0.00019206633333368472,True,True,26,11,10,6,12,3,1,2,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,79.02184662615673
,openai_humaneval,test,50,"failed: invalid syntax (<string>, line 14)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,51,"failed: invalid syntax (<string>, line 28)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,52,"failed: invalid syntax (<string>, line 10)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,53,passed,0.0002711350666667537,True,True,14,5,4,3,6,3,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,80.85545431598338
,openai_humaneval,test,54,passed,9.479073333219882e-05,True,True,27,9,8,7,15,3,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,65.81945588485088
,openai_humaneval,test,55,passed,0.0001385274333339718,True,True,21,10,9,4,8,3,1,3,3,6,5,10,9,15,20.264662506490406,47.548875021634686,2.5,118.87218755408671,6.604010419671484,0.01584962500721156,85.9479156003027
,openai_humaneval,test,56,passed,0.00010536416666582227,True,True,37,15,14,5,16,6,1,4,1,5,3,6,6,9,11.60964047443681,23.264662506490403,0.6,13.95879750389424,0.7754887502163467,0.007754887502163467,80.83934601600538
,openai_humaneval,test,57,failed: name 'monotonic' is not defined,,False,True,17,6,5,4,8,3,1,2,3,6,4,7,9,11,20.264662506490406,34.86917501586544,1.75,61.021056277764515,3.3900586820980285,0.011623058338621813,69.95610699034482
,openai_humaneval,test,58,"failed: invalid syntax (<string>, line 15)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,59,passed,0.0006788331666674215,True,True,26,16,15,3,6,4,1,4,6,13,8,16,19,24,63.61549134016113,101.95026032264605,3.6923076923076925,376.43173042207775,20.912873912337652,0.03398342010754868,88.3552355898144
,openai_humaneval,test,60,"failed: invalid syntax (<string>, line 16)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,61,passed,9.550996666689571e-05,True,True,27,15,14,5,7,5,1,5,1,6,4,8,7,12,15.509775004326936,33.68825906469125,0.6666666666666666,22.458839376460833,1.2477132986922685,0.011229419688230418,90.46811180303119
,openai_humaneval,test,62,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,63,passed,0.0006075338333327333,True,True,28,12,11,4,13,3,1,4,3,9,8,16,12,24,33.28421251514428,86.03910001730776,2.6666666666666665,229.43760004615402,12.746533335897446,0.028679700005769252,78.04575226567722
,openai_humaneval,test,64,passed,9.801346667093943e-05,True,True,23,9,8,3,10,4,1,4,5,10,7,12,15,19,44.82892142331043,74.23092131656186,3.0,222.69276394968557,12.371820219426976,0.024743640438853954,79.57174630024232
,openai_humaneval,test,65,passed,8.541343333376972e-05,True,True,25,11,8,3,11,5,1,2,4,7,5,9,11,14,27.651484454403228,48.43204266092217,2.5714285714285716,124.53953827094274,6.918863237274596,0.016144014220307392,76.61447252085478
,openai_humaneval,test,66,passed,0.00011233723333248236,True,True,25,11,9,7,11,4,1,4,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,78.13425585332001
,openai_humaneval,test,67,"failed: unterminated string literal (detected at line 3) (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,68,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,69,passed,0.0006897937000000335,True,True,28,13,12,4,10,5,1,4,4,7,5,9,11,14,27.651484454403228,48.43204266092217,2.5714285714285716,124.53953827094274,6.918863237274596,0.016144014220307392,86.33076993738958
,openai_humaneval,test,70,passed,0.00023312993333396054,True,True,24,11,10,4,9,4,1,3,2,2,2,2,4,4,4.0,8.0,1.0,8.0,0.4444444444444444,0.0026666666666666666,91.10030697129146
,openai_humaneval,test,71,"failed: unterminated string literal (detected at line 7) (<string>, line 7)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,72,"failed: unterminated string literal (detected at line 11) (<string>, line 11)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,73,passed,0.0001255476333426486,True,True,23,10,9,4,9,4,1,3,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546,83.29352162978553
,openai_humaneval,test,74,passed,0.00019966570000065075,True,True,27,10,9,6,11,6,1,4,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,81.374068620728
,openai_humaneval,test,75,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,76,passed,0.00012250483333294446,True,True,21,14,13,7,4,3,1,3,3,4,5,10,7,15,12.75488750216347,42.11032383086406,3.75,157.91371436574022,8.772984131430013,0.01403677461028802,90.8329452505788
,openai_humaneval,test,77,"failed: invalid syntax (<string>, line 17)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,78,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,79,passed,5.753429999989142e-05,True,True,7,5,4,2,0,3,0,1,1,3,2,4,4,6,4.754887502163469,12.0,0.6666666666666666,8.0,0.4444444444444444,0.004,100.0
,openai_humaneval,test,80,passed,0.00010788220000013856,True,True,24,14,13,9,4,4,3,6,5,15,10,21,20,31,70.2129994085646,133.97977094150824,3.5,468.9291982952788,26.05162212751549,0.04465992364716941,84.94014169991186
,openai_humaneval,test,81,"failed: invalid syntax (<string>, line 61)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,82,passed,0.00013318793333307136,True,True,20,15,13,5,0,4,3,4,5,8,5,10,13,15,35.60964047443681,55.506595772116384,3.125,173.4581117878637,9.636561765992427,0.01850219859070546,89.646979708119
,openai_humaneval,test,83,"failed: unterminated string literal (detected at line 22) (<string>, line 22)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,84,passed,8.326126666607555e-05,True,True,22,7,5,4,11,5,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0
,openai_humaneval,test,85,"failed: invalid syntax (<string>, line 9)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,86,"failed: sequence item 0: expected str instance, list found",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,87,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,88,"failed: unterminated string literal (detected at line 28) (<string>, line 28)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,89,passed,0.00012363419999701365,True,True,27,14,13,5,10,3,1,3,4,9,6,12,13,18,36.52932501298081,66.60791492653966,2.6666666666666665,177.62110647077242,9.867839248376246,0.022202638308846556,85.01555695860712
,openai_humaneval,test,90,"failed: invalid syntax (<string>, line 15)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,91,failed: name 'is_bored' is not defined,,False,True,21,7,6,3,10,4,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0
,openai_humaneval,test,92,passed,0.00014807880000565395,True,True,30,10,9,5,10,10,1,6,4,11,9,17,15,26,46.053747805010275,101.57915548582149,3.090909090909091,313.9719351379937,17.442885285444092,0.033859718495273826,76.47963368609227
,openai_humaneval,test,93,"failed: invalid syntax (<string>, line 20)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,94,failed: name 'skjkasdkd' is not defined,,False,True,30,24,21,7,0,5,4,4,7,12,7,14,19,21,62.67103446305711,89.20647778231529,4.083333333333333,364.2597842777874,20.2366546820993,0.029735492594105097,82.37277524344547
,openai_humaneval,test,95,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,96,passed,0.0003067085999949389,True,True,31,18,17,7,10,3,1,5,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,89.25069240576804
,openai_humaneval,test,97,passed,0.0001465951333333345,True,True,21,10,9,7,4,5,3,1,3,6,4,7,9,11,20.264662506490406,34.86917501586544,1.75,61.021056277764515,3.3900586820980285,0.011623058338621813,89.23448385338743
,openai_humaneval,test,98,passed,7.51393333340881e-05,True,True,21,10,9,4,7,4,1,3,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,91.42903952649525
,openai_humaneval,test,99,passed,8.752829999991718e-05,True,True,45,22,20,6,15,8,2,6,3,10,8,13,13,21,37.974168451037094,77.70923408096293,1.95,151.53300645787772,8.418500358770984,0.025903078026987644,81.56236911217805
,openai_humaneval,test,100,"failed: unterminated string literal (detected at line 5) (<string>, line 5)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,101,passed,0.00015299389999999432,True,True,11,6,6,3,0,4,1,2,1,1,1,1,2,2,0.0,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666,100.0
,openai_humaneval,test,102,"failed: invalid syntax (<string>, line 18)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,103,"failed: unterminated string literal (detected at line 7) (<string>, line 7)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,104,passed,0.00010717396666658867,True,True,23,9,8,3,9,5,1,4,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,86.91173997341562
,openai_humaneval,test,105,"failed: unterminated string literal (detected at line 5) (<string>, line 5)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,106,"failed: unterminated string literal (detected at line 5) (<string>, line 5)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,107,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,108,passed,0.0001698801333333222,True,True,24,13,11,4,9,3,1,3,4,10,8,12,14,20,41.219280948873624,76.14709844115208,2.4,182.75303625876498,10.152946458820276,0.025382366147050694,84.82469475898121
,openai_humaneval,test,109,"failed: unterminated string literal (detected at line 45) (<string>, line 45)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,110,passed,0.00016973729999989474,True,True,30,15,14,3,12,3,1,6,4,8,7,14,12,21,32.0,75.28421251514429,3.5,263.494743803005,14.638596877944723,0.025094737505048096,84.95060000918767
,openai_humaneval,test,111,failed: This prints if this assert fails 2 (good for debugging!),,False,True,48,20,19,14,10,10,9,7,4,7,4,8,11,12,27.651484454403228,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.01383772647454919,80.58119646984173
,openai_humaneval,test,112,passed,0.000136040300000199,True,True,16,8,6,4,6,3,1,3,3,5,3,5,8,8,16.36452797660028,24.0,1.5,36.0,2.0,0.008,83.38454891507733
,openai_humaneval,test,113,"failed: unterminated string literal (detected at line 5) (<string>, line 5)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,114,passed,0.00020485600000010132,True,True,25,15,14,3,7,3,1,5,4,9,9,12,13,21,36.52932501298081,77.70923408096293,2.6666666666666665,207.22462421590114,11.512479123105619,0.025903078026987644,89.2002657968818
,openai_humaneval,test,115,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,116,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,117,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,118,passed,0.00011934630001633195,True,True,32,14,13,5,11,7,1,6,7,12,9,17,19,26,62.67103446305711,110.44611534953322,4.958333333333333,547.6286552747688,30.4238141819316,0.03681537178317774,81.71351215442661
,openai_humaneval,test,119,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,120,"failed: unterminated string literal (detected at line 5) (<string>, line 5)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,121,"failed: invalid syntax (<string>, line 12)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,122,"failed: invalid syntax (<string>, line 17)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,123,"failed: unterminated string literal (detected at line 7) (<string>, line 7)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,124,"failed: invalid syntax (<string>, line 39)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,125,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,126,"failed: unterminated string literal (detected at line 35) (<string>, line 35)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,127,"failed: unterminated string literal (detected at line 33) (<string>, line 33)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,128,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,129,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,130,"failed: unterminated string literal (detected at line 27) (<string>, line 27)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,131,passed,9.255033333298949e-05,True,True,26,16,15,4,7,3,1,4,4,7,5,10,11,15,27.651484454403228,51.89147427955947,2.857142857142857,148.26135508445563,8.236741949136423,0.01729715809318649,89.82190007499332
,openai_humaneval,test,132,"failed: unterminated string literal (detected at line 7) (<string>, line 7)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,133,passed,0.00019738766666629697,True,True,22,9,8,6,8,5,1,2,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,82.85901021169167
,openai_humaneval,test,134,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,135,failed: ,,False,True,22,10,9,3,8,4,1,3,3,4,3,5,7,8,12.75488750216347,22.458839376460833,1.875,42.11032383086406,2.3394624350480036,0.007486279792153611,90.30324316878387
,openai_humaneval,test,136,"failed: unterminated string literal (detected at line 3) (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,137,"failed: unterminated string literal (detected at line 26) (<string>, line 26)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,138,passed,7.98648999989382e-05,True,True,18,9,8,4,6,3,1,3,4,7,4,8,11,12,27.651484454403228,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.01383772647454919,88.92690068714954
,openai_humaneval,test,139,failed: Input must be a non-negative integer,,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,140,"failed: invalid syntax (<string>, line 33)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,141,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,142,passed,0.00028653706666640727,True,True,27,14,13,4,9,4,1,5,7,18,16,28,25,44,94.71013448036484,204.32967235008786,5.444444444444445,1112.4615494615896,61.803419414532755,0.06810989078336262,83.79123017607142
,openai_humaneval,test,143,"failed: unterminated string literal (detected at line 5) (<string>, line 5)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,144,"failed: unterminated string literal (detected at line 28) (<string>, line 28)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,145,passed,0.00026373833333318924,True,True,24,12,10,3,9,4,1,1,3,9,8,11,12,19,33.28421251514428,68.11428751370197,1.8333333333333333,124.87619377512027,6.937566320840015,0.022704762504567322,85.86956975471661
,openai_humaneval,test,146,failed: name 'specialFilter' is not defined,,False,True,22,12,11,3,5,5,1,5,5,13,10,15,18,25,59.715356810271004,104.2481250360578,2.8846153846153846,300.71574529632056,16.706430294240032,0.03474937501201927,90.33406259895645
,openai_humaneval,test,147,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,148,passed,0.00016069796666666746,True,True,16,15,13,3,0,3,0,5,5,9,7,15,14,22,40.13896548741762,83.76180828526728,4.166666666666667,349.00753452194704,19.3893074734415,0.02792060276175576,84.73847245269324
,openai_humaneval,test,149,failed: name 'sorted_list_sum' is not defined,,False,True,27,10,9,3,14,3,1,3,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,77.913281102965
,openai_humaneval,test,150,passed,0.0001358833333332162,True,True,28,16,14,3,6,6,2,4,5,8,5,10,13,15,35.60964047443681,55.506595772116384,3.125,173.4581117878637,9.636561765992427,0.01850219859070546,89.96687336144807
,openai_humaneval,test,151,"failed: unterminated string literal (detected at line 30) (<string>, line 30)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,152,"failed: unterminated string literal (detected at line 24) (<string>, line 24)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,153,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,154,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,155,"failed: invalid syntax (<string>, line 17)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,156,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,157,passed,0.00013102013332778976,True,True,18,5,4,4,9,3,2,3,4,18,16,33,22,49,83.05865002596161,218.51214931322758,3.6666666666666665,801.2112141485011,44.51173411936117,0.0728373831044092,51.60564075071955
,openai_humaneval,test,158,passed,0.00022651580000000078,True,True,20,7,5,6,8,4,3,1,1,1,1,1,2,2,0.0,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666,69.96799490433945
,openai_humaneval,test,159,"failed: unterminated string literal (detected at line 41) (<string>, line 41)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,160,"failed: unterminated string literal (detected at line 5) (<string>, line 5)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,161,"failed: invalid syntax (<string>, line 3)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,162,"failed: invalid syntax (<string>, line 15)",,False,False,,,,,,,,,,,,,,,,,,,,,
,openai_humaneval,test,163,"failed: invalid syntax (<string>, line 16)",,False,False,,,,,,,,,,,,,,,,,,,,,
