error,dataset,split,task_id,result,avg_test_time,passed_tests,compiled,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI,model
,mbpp,test,47,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.0084220647661728,83.47823723435607,codeLLama_0_shot
,mbpp,test,48,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,6.0,12.0,13.0,18.0,36.52932501298081,66.60791492653966,2.6666666666666665,177.62110647077242,9.867839248376246,0.0222026383088465,80.53048767611345,codeLLama_0_shot
,mbpp,test,49,passed,6.814500000018597e-05,True,True,11.0,11.0,11.0,0.0,0.0,0.0,0.0,7.0,6.0,14.0,8.0,16.0,20.0,24.0,68.81274391313339,103.72627427729672,3.4285714285714284,355.63294037930297,19.757385576627943,0.0345754247590989,62.22629721282728,codeLLama_0_shot
,mbpp,test,50,passed,4.125646667034744e-05,True,True,12.0,12.0,11.0,0.0,0.0,1.0,0.0,2.0,2.0,12.0,9.0,18.0,14.0,27.0,45.01955000865388,102.7985828955553,1.5,154.19787434333296,8.566548574629609,0.0342661942985184,62.10181293599119,codeLLama_0_shot
,mbpp,test,51,failed: 'int' object is not subscriptable,,False,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,52,passed,7.965839999997115e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.58174335197131,codeLLama_0_shot
,mbpp,test,53,passed,0.0001170540000013,True,True,4.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,54,passed,6.448610000002002e-05,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,4.0,6.0,4.754887502163469,12.0,0.6666666666666666,8.0,0.4444444444444444,0.004,72.3400774537363,codeLLama_0_shot
,mbpp,test,55,passed,4.377793334242597e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_0_shot
,mbpp,test,56,passed,0.000565969533333,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,10.0,20.0,8.0,30.0,17.509775004326936,90.0,3.3333333333333335,300.0,16.666666666666668,0.03,65.94388113395866,codeLLama_0_shot
,mbpp,test,57,passed,4.6921300001182926e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,7.0,14.0,15.0,21.0,44.82892142331043,82.0447025077789,3.5,287.15645877722613,15.953136598734783,0.0273482341692596,79.49312372420772,codeLLama_0_shot
,mbpp,test,58,passed,6.771336666891633e-05,True,True,17.0,17.0,17.0,0.0,0.0,0.0,0.0,9.0,5.0,16.0,10.0,20.0,21.0,30.0,75.60964047443682,131.76952268336282,3.125,411.7797583855088,22.87665324363938,0.0439231742277876,57.10553285030966,codeLLama_0_shot
,mbpp,test,59,passed,6.529240000077152e-05,True,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,81.72183132055679,codeLLama_0_shot
,mbpp,test,60,passed,7.454856666602913e-05,True,True,15.0,15.0,15.0,0.0,0.0,0.0,0.0,5.0,5.0,11.0,10.0,20.0,16.0,30.0,49.66338827944709,120.0,4.545454545454546,545.4545454545455,30.303030303030305,0.04,59.11381852612723,codeLLama_0_shot
,mbpp,test,61,passed,2.9069866650388575e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.96220422681199,codeLLama_0_shot
,mbpp,test,62,passed,5.118539999481679e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,63,passed,5.946710000000651e-05,True,True,27.0,21.0,21.0,0.0,0.0,6.0,0.0,8.0,4.0,11.0,6.0,12.0,15.0,18.0,46.053747805010275,70.32403072095333,2.1818181818181817,153.43424884571635,8.52412493587313,0.0234413435736511,57.14768768271848,codeLLama_0_shot
,mbpp,test,64,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.55869545488217,codeLLama_0_shot
,mbpp,test,65,passed,3.120299999999076e-05,True,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,16.0,13.0,26.0,21.0,39.0,75.60964047443682,171.30037948837168,4.0625,695.9077916715099,38.661543981750555,0.0571001264961238,70.95687398968832,codeLLama_0_shot
,mbpp,test,66,passed,2.695783333332239e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.96220422681199,codeLLama_0_shot
,mbpp,test,67,passed,2.6029166667740357e-05,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,4.0,9.0,8.0,16.0,13.0,24.0,36.52932501298081,88.81055323538621,3.5555555555555554,315.7708559480398,17.542825330446657,0.0296035177451287,66.25334415161551,codeLLama_0_shot
,mbpp,test,68,passed,2.643463333337574e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,76.012549340051,codeLLama_0_shot
,mbpp,test,69,passed,2.809780000000058e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,5.0,10.0,11.0,15.0,28.75488750216347,51.89147427955947,1.875,97.296514274174,5.405361904120777,0.0172971580931864,81.28971476664886,codeLLama_0_shot
,mbpp,test,70,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,71,passed,3.0726199999738434e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,4.0,8.0,10.0,12.0,24.406371956566694,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.0132877123795494,78.25036867974562,codeLLama_0_shot
,mbpp,test,72,passed,2.776563333336905e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,8.0,16.0,15.0,24.0,46.053747805010275,93.76537429460444,2.909090909090909,272.7719979479402,15.153999885996676,0.0312551247648681,64.97241198770294,codeLLama_0_shot
,mbpp,test,73,failed: ,,False,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,7.0,14.0,12.0,21.0,32.0,75.28421251514429,3.5,263.494743803005,14.638596877944725,0.025094737505048,71.20847922215289,codeLLama_0_shot
,mbpp,test,74,passed,2.963236666649512e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,1.5,0.009,79.4351632867568,codeLLama_0_shot
,mbpp,test,75,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,5.0,10.0,12.0,15.0,32.0,53.77443751081735,2.5,134.43609377704337,7.468671876502409,0.0179248125036057,81.18132453606613,codeLLama_0_shot
,mbpp,test,76,passed,0.0001767474666697,True,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,77,passed,0.0001219426666674,True,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,78,passed,2.4987566666823115e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_0_shot
,mbpp,test,79,passed,4.260706664354075e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,80,passed,5.47794666663511e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_0_shot
,mbpp,test,81,passed,2.835200000000556e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,6.0,8.0,9.0,16.36452797660028,27.0,1.8,48.6,2.7,0.009,71.00462215326401,codeLLama_0_shot
,mbpp,test,82,passed,2.9743266666552395e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,10.0,8.0,15.0,16.36452797660028,45.0,3.0,135.0,7.5,0.015,67.0703607604372,codeLLama_0_shot
,mbpp,test,83,failed: ,,False,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,84,passed,6.245633333321621e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,85,passed,2.8994600000942228e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,8.0,9.0,12.0,20.264662506490406,38.03910001730775,2.0,76.0782000346155,4.226566668589751,0.0126797000057692,71.55713496495012,codeLLama_0_shot
,mbpp,test,86,passed,0.0002090746666681,True,True,15.0,9.0,9.0,3.0,0.0,3.0,3.0,5.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,97.38841645538166,codeLLama_0_shot
,mbpp,test,87,failed: name 'functools' is not defined,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_0_shot
,mbpp,test,88,failed: ,,False,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,89,passed,6.656733333333756e-05,True,True,7.0,6.0,6.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,5.0,7.0,8.0,12.75488750216347,22.458839376460833,1.875,42.11032383086406,2.3394624350480036,0.0074862797921536,73.15949612850216,codeLLama_0_shot
,mbpp,test,90,failed: ,,False,True,5.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,100.0,codeLLama_0_shot
,mbpp,test,91,failed: name 're' is not defined,,False,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,92,passed,3.504799994213196e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,12.0,24.0,18.0,36.0,58.52932501298082,150.11730005192322,6.0,900.7038003115393,50.03910001730774,0.0500391000173077,67.24802822019905,codeLLama_0_shot
,mbpp,test,93,passed,0.0001139197666664,True,True,5.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,94,passed,3.964236666623341e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,95,"failed: can only concatenate tuple (not ""list"") to tuple",,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_0_shot
,mbpp,test,96,passed,3.084313333333218e-05,True,True,12.0,12.0,12.0,0.0,0.0,0.0,0.0,7.0,8.0,12.0,11.0,22.0,20.0,33.0,67.01955000865388,142.62362713128297,7.333333333333333,1045.9065989627418,58.10592216459676,0.0475412090437609,60.43358159350076,codeLLama_0_shot
,mbpp,test,97,passed,0.0002286433000013,True,True,8.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,98,passed,3.165910000000327e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,74.28529248621352,codeLLama_0_shot
